elapsed_seconds,average_HRV_LFHF,files_in_average
0.0,0.3332744685891125,3
0.09999999999999432,0.3327667150305162,3
0.19999999999998863,0.33369084194286547,3
0.29999999999998295,0.33415293501776216,3
0.39999999999997726,0.33189843603232205,3
0.4999999999999716,0.3303954367086947,3
0.5999999999999659,0.32743351434676027,3
0.6999999999999602,0.3252120725753089,3
0.7999999999999545,0.32337504420858404,3
0.8999999999999488,0.32190545603354215,3
0.9999999999999432,0.3207030343282005,3
1.0999999999999375,0.31938557619920427,3
1.1999999999999318,0.31823041040371375,3
1.299999999999926,0.3172402929492491,3
1.3999999999999204,0.31632376108327137,3
1.4999999999999147,0.3155217741265795,3
1.599999999999909,0.31389318051063886,3
1.6999999999999034,0.31244554174091294,3
1.7999999999998977,0.31115030828753604,3
1.899999999999892,0.3094246088201089,3
1.9999999999998863,0.30792279662443656,3
2.0999999999998806,0.3065575128101891,3
2.199999999999875,0.30531094932761527,3
2.2999999999998693,0.304638067144369,3
2.3999999999998636,0.304019015535783,3
2.499999999999858,0.30289562040170587,3
2.599999999999852,0.3018878471285951,3
2.6999999999998465,0.30095205766070665,3
2.799999999999841,0.30010323280880036,3
2.899999999999835,0.2993326761112783,3
2.9999999999998295,0.2986328132306192,3
3.099999999999824,0.2979923744611251,3
3.199999999999818,0.2974105727376844,3
3.2999999999998124,0.2968576605150261,3
3.3999999999998067,0.2963312686945991,3
3.499999999999801,0.295928984966316,3
3.5999999999997954,0.2957865127010438,3
3.6999999999997897,0.2956557539859433,3
3.799999999999784,0.2955358077786932,3
3.8999999999997783,0.295551104622182,3
3.9999999999997726,0.29556956187271954,3
4.099999999999767,0.29504477262809053,3
4.199999999999761,0.2945481170780004,3
4.299999999999756,0.29407767701600446,3
4.39999999999975,0.2936324706276408,3
4.499999999999744,0.2939640869069323,3
4.5999999999997385,0.2943121134570695,3
4.699999999999733,0.294675524636123,3
4.799999999999727,0.29505337852803654,3
4.8999999999997215,0.2954448085700385,3
4.999999999999716,0.2953122515608094,3
5.09999999999971,0.29521237973055403,3
5.199999999999704,0.29518414884591954,3
5.299999999999699,0.2960332587381977,3
5.399999999999693,0.2967534576770909,3
5.499999999999687,0.2974479352253089,3
5.599999999999682,0.29811804514025614,3
5.699999999999676,0.2987650478167569,3
5.79999999999967,0.29939011819913897,3
5.899999999999665,0.30011570884763444,3
5.999999999999659,0.300897225834279,3
6.099999999999653,0.30167517255296233,3
6.199999999999648,0.30266708090201727,3
6.299999999999642,0.30364895582390994,3
6.399999999999636,0.3046212603998933,3
6.4999999999996305,0.3055641012008469,3
6.599999999999625,0.30647879750027945,3
6.699999999999619,0.30736659096737584,3
6.7999999999996135,0.3083508003609751,3
6.899999999999608,0.30931448491692887,3
6.999999999999602,0.31025102342905303,3
7.099999999999596,0.31131231431194745,3
7.199999999999591,0.31234452873229746,3
7.299999999999585,0.31334884546561104,3
7.399999999999579,0.31432638041936956,3
7.499999999999574,0.31534261351123,3
7.599999999999568,0.31633525323205364,3
7.699999999999562,0.3165867058361094,3
7.799999999999557,0.31683176542688,3
7.899999999999551,0.31776224234815287,3
7.999999999999545,0.31883806745365945,3
8.09999999999954,0.3198876267902377,3
8.199999999999534,0.32091192135775587,3
8.299999999999528,0.32191182795938084,3
8.399999999999523,0.322940558166944,3
8.499999999999517,0.32395984283856105,3
8.599999999999511,0.3249556956786467,3
8.699999999999505,0.3259289154996396,3
8.7999999999995,0.32681095336510835,3
8.899999999999494,0.32781508447794133,3
8.999999999999488,0.328747398754953,3
9.099999999999483,0.32969099644437755,3
9.199999999999477,0.3305917334931843,3
9.299999999999471,0.3315336331345012,3
9.399999999999466,0.33249185480843674,3
9.49999999999946,0.3334500764823725,3
9.599999999999454,0.33455516993314527,3
9.699999999999449,0.3356041088168844,3
9.799999999999443,0.3368485546717816,3
9.899999999999437,0.33809299669130893,3
9.999999999999432,0.3393154046945173,3
10.099999999999426,0.3405736928539583,3
10.19999999999942,0.34183781563475946,3
10.299999999999415,0.34305791164540156,3
10.399999999999409,0.3442877460013945,3
10.499999999999403,0.3456493694880837,3
10.599999999999397,0.3465959878380261,3
10.699999999999392,0.3477000348864691,3
10.799999999999386,0.3488040772296778,3
10.89999999999938,0.3500325616527498,3
10.999999999999375,0.3512541186332377,3
11.099999999999369,0.3524093115663523,3
11.199999999999363,0.35356450449946664,3
11.299999999999358,0.3545944171634848,3
11.399999999999352,0.3561625041821503,3
11.499999999999346,0.3578159037215623,3
11.59999999999934,0.3594595810389977,3
11.699999999999335,0.361226103416653,3
11.79999999999933,0.3629892286292811,3
11.899999999999324,0.3647489566768813,3
11.999999999999318,0.3664276588471754,3
12.099999999999312,0.36810461439834924,3
12.199999999999307,0.36977813111723884,3
12.2999999999993,0.37141607500272616,3
12.399999999999295,0.3729847673258413,3
12.49999999999929,0.37451934345338783,3
12.599999999999284,0.375959877285383,3
12.699999999999278,0.37738792494934953,3
12.799999999999272,0.3782231847715531,3
